Run,Objective 1,Objective 2
42,0.9135172474836407,8.994736630928474
43,0.9135172474836407,8.99473557373004
44,0.9135172474836407,8.994737483445979
45,0.9135172474836407,8.994737239485309
46,0.9135172474836407,8.99473696973132
47,0.9135172474836407,8.994736341646846
48,0.9135172474836407,8.994736341646846
49,0.9135172474836407,8.99473463484963
50,0.9135172474836407,8.994736307681574
51,0.9135172474836407,8.994736640739387
52,0.9135172474836407,8.994736671456963
53,0.9135172474836407,8.994734089714406
54,0.9135172474836407,8.99473696973132
55,0.9135172474836407,8.99473557373004
56,0.9135172474836407,8.994737704079634
57,0.9135172474836407,8.994737239485309
58,0.9135172474836407,8.994734089714406
59,0.9135172474836407,8.994736341646846
60,0.9135172474836407,8.99473597696677
60,0.8600583546412883,9.00629960302256
61,0.9135172474836407,8.994737704079634
62,0.9135172474836407,8.994736671456963
63,0.9135172474836407,8.994737704079634
64,0.9135172474836407,8.99473556485723
65,0.9135172474836407,8.994737704079634
66,0.9135172474836407,8.994736341646846
67,0.9135172474836407,8.99473463484963
68,0.9135172474836407,8.994737483445979
69,0.9135172474836407,8.994736341646846
70,0.9135172474836407,8.99473597696677
71,0.9135172474836407,8.994736064494395
