Run,Objective 1,Objective 2
42,0.6361854860638709,9.334674571265117
42,0.034497703895163975,9.454963520948116
42,0.03814505489267701,9.454234345396243
42,0.0,9.459992949364723
42,0.1408844129042677,9.433694773491066
42,0.05702042635437178,9.450460795932067
42,0.2847077732731954,9.40494172004481
42,0.17224993019150142,9.427424203865835
42,0.018875647833468602,9.458086670148141
42,0.013962323750362413,9.45906893804675
42,0.08523592457219181,9.44481997564954
42,0.8600583546412883,9.28991808289729
42,0.232864462948006,9.415306193999436
42,0.017070797554767782,9.458447494400843
42,0.07708584232989277,9.446449333701691
42,0.05156825150425347,9.451550790453553
42,0.9135172474836407,8.897055175027308
42,0.5753547499769285,9.346835804331818
42,0.12741333767875881,9.436387900288716
42,0.7778213593991465,9.306358838511615
42,0.42559012338865465,9.376776631062652
42,0.025517964452291122,9.456758743417334
42,0.47058664158564995,9.367780962422344
42,0.03119910503174771,9.455622974246754
42,0.21059844619672854,9.419757598611616
42,0.01262727532529747,9.4593358398812
42,0.06304904523214558,9.44925555917251
42,0.19046145976502743,9.42378336915147
42,0.5203405226503064,9.357834205527352
42,0.09424769345562498,9.443018349879669
42,0.15577974928671176,9.430716909519555
42,0.020871320158888425,9.457687696901473
42,0.028215911347029624,9.456219371989352
42,0.015438523314636115,9.458773817387215
42,0.3848960788934847,9.384912152533657
42,0.02307798964136395,9.457246541268574
42,0.011419881460400004,9.459577221116062
42,0.7034476949995692,9.321227563188813
42,0.11523033871371341,9.438823515890233
42,0.31480917318095203,9.398923871774995
42,0.2574846067639487,9.410384154150147
42,0.06971505404010997,9.447922895917827
42,0.04217803066508773,9.453428076041709
42,0.34809311449244207,9.392269772322884
42,0.010327936091511133,9.459795521978124
42,0.04663740229999265,9.452536561960649
42,0.10421225282987552,9.441026242981858
